"","input_bc","input_low","input_high","costs_low","costs_high","cost_bc","deaths_low","deaths_high","deaths_bc","od_deaths_low","od_deaths_high","od_deaths_bc","group","cost_range","deaths_range","od_deaths_range","name"
"25",0.00032167,0.0002412525,0.0004020875,671041138051.353,669269713362.485,670152374271.406,4335881.70748469,4696172.05879035,4517060.87241281,117714.103612979,117584.885089478,117649.312267207,"BN_PN",1771424688.86755,360290.351305661,129.218523501157,"p_BO_DEATH"
"26",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_PN",0,0,0,"p_BR_ILLICIT"
"27",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_PN",0,0,0,"p_BR_OAT_INI"
"28",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_PN",0,0,0,"p_BR_OAT_MAINT"
"29",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_PN",0,0,0,"p_BR_OAT_SS"
"30",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_PN",0,0,0,"p_BR_SS"
"31",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_PN",0,0,0,"p_BR_OD_ILLICIT"
"32",999,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BN_PN"
"33",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BN_ACUTE"
"34",0.6,0.28,0.75,656650706769.456,676267151093.313,670152374271.406,4520159.04138247,4515647.68965287,4517060.87241281,115202.362088399,118763.994866071,117649.312267207,"BN_ACUTE",19616444323.8571,4511.35172960628,3561.63277767239,"p_BN_CHRONIC"
"35",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BN_CANCER"
"36",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BN_OTHER"
"37",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BN_PALLIATIVE"
"38",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BPO_ACUTE"
"39",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BPO_CHRONIC"
"40",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BPO_CANCER"
"41",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BPO_OTHER"
"42",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BPO_PALLIATIVE"
"43",4.68e-05,3.51e-05,5.85e-05,670151039357.854,670153709182.93,670152374271.406,4517060.8710587,4517060.87376694,4517060.87241281,117649.01106704,117649.613466984,117649.312267207,"BN_ACUTE",2669825.07531738,0.00270824041217566,0.602399943658384,"p_BPO_MISUSE"
"44",1.04e-05,5.2e-06,1.5603e-05,670152104107.692,670152644590.75,670152374271.406,4517060.21721711,4517061.52798595,4517060.87241281,117648.729108377,117649.895761961,117649.312267207,"BN_ACUTE",540483.05859375,1.31076884176582,1.16665358455793,"p_BI_ILLICIT"
"45",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BS_DETOX"
"46",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BS_OAT_INI"
"47",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BS_OAT_MAINT"
"48",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BS_OAT_SS"
"49",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BS_SS"
"50",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BO_OD_ILLICIT"
"51",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_ACUTE",0,0,0,"p_BO_OD_RX"
